Nama Restoran,Jenis Makanan,Alamat,Harga,Rating,Timestamp
Dairy Queen,Es Krim,"Kota Kasablanka, Lantai Upper Ground, Food Society
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.2,2025-06-03 22:27:43.393794
Kopi Kenangan,Kafe,"Pacific Place Mall, Lantai Lower Ground
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",50000,4.17,2025-06-03 22:27:43.628168
Txoko,Spanyol,"Jl. Suryo No. 6, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.2,2025-06-03 22:27:43.891976
Collage - Hotel Pullman Central Park,"Barat, China, Jepang","Hotel Pullman Central Park, Lantai 12
Jl. Letjen S. Parman, Slipi, Jakarta Barat",200000,4.02,2025-06-03 22:27:44.165406
Moonlight Pocha,Korea,"Jl. Taman Kemang I No. 6, Kemang, Jakarta Selatan",150000,4.22,2025-06-03 22:27:44.351147
Pandan Cafe,Kafe,"Kelapa Gading Sport Club
Jl. Boulevard Raya Blok KGC, Kelapa Gading, Jakarta Utara",150000,4.29,2025-06-03 22:27:44.496486
Bebek Tepi Sawah,Indonesia,"Cilandak Town Square, Lantai Ground
Jl. TB Simatupang, Cilandak, Jakarta Selatan",150000,4.27,2025-06-03 22:27:44.677189
Joe & Dough,Kafe,"Puri Indah Mall, Lantai Ground
Jl. Puri Indah Raya, Puri, Jakarta Barat",150000,4.04,2025-06-03 22:27:44.910007
Goedkoop,"Kafe,Belanda","Jl. Bendungan Hilir No. 62, Bendungan Hilir, Jakarta Pusat",75000,4.01,2025-06-03 22:27:45.182588
Grob Kaffee & Bistro,Kafe,"Jl. Tanah Abang II No. 74A, Cideng, Jakarta Pusat",75000,4.2,2025-06-03 22:27:45.481541
Sushi Toku,Jepang,"Jl. Gunawarman No. 39, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.16,2025-06-03 22:27:49.283685
Restaurant Sarang Oci,Indonesia,"Jl. Bulungan No. 24, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.2,2025-06-03 22:27:49.574465
Honest Spoon,Es Krim,"Gedung Sarinah, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",50000,4.08,2025-06-03 22:27:49.765768
Elmakko Coffee,Kafe,"Jl. Danau Indah Barat Blok A9 No. 5, Sunter, Jakarta Utara",75000,4.03,2025-06-03 22:27:49.929930
Ryujin,Jepang,"Jl. Danau Sunter Utara Blok C1 No. 4, Sunter, Jakarta Utara",50000,4.32,2025-06-03 22:27:50.113183
McDonald's,,"Jl. Boulevard Barat Raya Blok XC No. 2A, Kelapa Gading, Jakarta Utara",50000,4.52,2025-06-03 22:27:50.317245
Bukit Selatan,Kafe,"Jl. Bukit Duri Selatan No. A4, Tebet, Jakarta Selatan",50000,4.52,2025-06-03 22:27:50.585285
The Pancake Co. by DORE,Kafe,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.06,2025-06-03 22:27:50.810655
Amba Coffee,Kafe,"Jl. Mandala Raya No. 28B, Tomang, Jakarta Barat",75000,4.34,2025-06-03 22:27:51.015940
Sapori Deli - Fairmont Jakarta,Kafe,"Fairmont Jakarta, Lantai 3
Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",150000,4.2,2025-06-03 22:27:51.226098
Seribu Rasa,Indonesia,"Jl. H. Agus Salim No. 128, Menteng, Jakarta Pusat",150000,4.11,2025-06-03 22:27:51.462764
Born Ga,Korea,"Jl. Boulevard Barat Raya Blok LC6 No. 56 - 57, Kelapa Gading, Jakarta Utara",150000,4.1,2025-06-03 22:27:51.744298
Mold Coffee,Kafe,"Jl. Tebet Timur Dalam Raya No. 149, Tebet, Jakarta Selatan",50000,4.34,2025-06-03 22:27:55.589643
Hijoo Salad,,"FUA Centre
Jl. RS Fatmawati No. 39, Fatmawati, Jakarta Selatan",50000,4.4,2025-06-03 22:27:55.893885
Greyhound Cafe,Thailand,"Jl. Sunda No. 5, Menteng, Jakarta Pusat",150000,4.13,2025-06-03 22:27:56.146501
Smiljan,Kafe,"Jl. Balai Bendungan No. 5F, Kebayoran Lama, Jakarta Selatan",50000,4.43,2025-06-03 22:27:56.395480
Pan & Co.,Kafe,"Mal Kelapa Gading 2, Lantai 1
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,3.97,2025-06-03 22:27:56.737584
Copper Club,Kafe,"Jl. Tarian Raya Timur Blok W1 No. 23, Kelapa Gading, Jakarta Utara",75000,4.01,2025-06-03 22:27:57.025323
Kaum,Indonesia,"Jl. Dr. Kusuma Atmaja No. 77 - 79, Menteng, Jakarta Pusat",200000,4.04,2025-06-03 22:27:57.313954
Uji Matcha,Kafe,"Grand Indonesia Mall, Lantai Lower Ground, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.02,2025-06-03 22:27:57.577526
Sofia at The Gunawarman,Barat,"Jl. Gunawarman No. 3, Senopati, Kebayoran Baru, Jakarta Selatan",200000,4.06,2025-06-03 22:27:57.838405
Remboelan,Indonesia,"Grand Indonesia Mall, Lantai 3A, Sky Bridge
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.07,2025-06-03 22:27:58.123295
%Arabica,Kafe,"Central Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,3.99,2025-06-03 22:27:58.412941
Francis Artisan Bakery,Toko Roti dan Kue,"Mall Taman Anggrek, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.05,2025-06-03 22:27:58.678287
Wing Heng,China,"Jl. Danau Sunter Utara Blok D1 No. 12 - 13, Sunter, Jakarta Utara",75000,4.02,2025-06-03 22:28:02.516817
RM Pagi Sore,Indonesia,"Ruko Beach Theme Park, Blok E
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.08,2025-06-03 22:28:02.765612
La Boheme - Hotel La Boheme,Kafe,"Hotel La Boheme, Lantai Ground, Lobby
Jl. Setiabudi Barat No. 18, Setiabudi, Jakarta Selatan",150000,4.1,2025-06-03 22:28:03.028493
RBoJ Ray's Bottle of Joe,Vegetarian,"Jl. Warung Jati Barat No. 18E, Pasar Minggu, Jakarta Selatan",75000,4.04,2025-06-03 22:28:03.296308
Sate Waru,Indonesia,"Jl. Waru No. 29A, Rawamangun, Jakarta Timur",75000,4.2,2025-06-03 22:28:03.819834
Bakpau A Satu,Bakpao,"Ruko Inkopal, Blok B No. 33A - 35
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.11,2025-06-03 22:28:04.030078
Sushi Hiro,Jepang,"Jl. Boulevard Raya Blok KGC/A No. 1, Kelapa Gading, Jakarta Utara",150000,4.04,2025-06-03 22:28:04.622701
Kembang Goela,Indonesia,"Plaza Sentral, Area Parkir, Lantai Dasar
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",150000,4.09,2025-06-03 22:28:04.939387
Daily Treats - Hotel The Westin Jakarta,Kafe,"Hotel The Westin Jakarta, Lantai 52
Jl. HR Rasuna Said Blok C No. 22, Kuningan, Jakarta Selatan",200000,4.14,2025-06-03 22:28:05.229313
Juni Bar & Lounge,Barat,"Jl. Cikini Raya No. 16, Cikini, Menteng, Jakarta Pusat",150000,4.09,2025-06-03 22:28:05.509392
Narasi Coffee,Kafe,"Jl. Danau Agung II No. 28, Sunter, Jakarta Utara",150000,4.08,2025-06-03 22:28:05.620628
Bipang Ambawang,Indonesia,"East Coast By The Sea
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.01,2025-06-03 22:28:05.732110
Hokkaido Baked Cheese Tart,Toko Kue,"St Moritz Mall (Lippo Mall Puri), Lantai Lower Ground
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",50000,4.11,2025-06-03 22:28:09.380086
C Bakes,Kafe,"Sentra Primer Puri Indah
Jl. Puri Permai Blok W1 No. 18, Puri, Jakarta Barat",50000,4.09,2025-06-03 22:28:09.615160
Bakmi Harum 88,China,"Jl. Mangga Besar I No. 57, Mangga Besar, Jakarta Barat",50000,4.17,2025-06-03 22:28:09.844125
Cutt & Grill,Barat,"Batavia PIK
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.48,2025-06-03 22:28:10.076866
Sedjuk Bakmi & Kopi,Kafe,"Tengah, People and Space
Jl. Pedati Selatan, Cijantung, Jakarta Timur",75000,4.48,2025-06-03 22:28:10.312068
Gyu Kaku,Jepang,"Grand Indonesia Mall, Lantai 3A, West Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",200000,4.52,2025-06-03 22:28:10.537029
Solaria Signature,,"Senayan City, Lantai 5
Jl. Asia Afrika, Senayan, Jakarta Selatan",75000,4.29,2025-06-03 22:28:10.773213
Kopikalyan,Kafe,"Jl. Cikajang No. 61, Senopati, Kebayoran Baru, Jakarta Selatan",75000,3.98,2025-06-03 22:28:11.028345
Starbucks,Kafe,"Tamansari Hive
Jl. D. I. Panjaitan Kav 3 - 4, Jatinegara, Jakarta Timur",75000,4.27,2025-06-03 22:28:11.497028
Vilo Gelato,Es Krim,"Citra Garden City, Sunset Avenue, Sunset Strip, No. 8
Jl. Citra Garden 8, Kalideres, Jakarta Barat",50000,4.22,2025-06-03 22:28:11.921106
Kopi@Kopi Ground Zero,Kafe,"Komplek Ruko Bukit Gading Indah, Blok Q No. 35 - 36
Jl. Gading Kirana Timur IX, Kelapa Gading, Jakarta Utara",75000,4.33,2025-06-03 22:28:12.175713
Bijin Nabe,Jepang,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",150000,4.18,2025-06-03 22:28:12.417356
SipEasy Coffee,Kafe,"Jl. Senopati No. 46, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.24,2025-06-03 22:28:16.220425
Milou Farm House,Barat,"Grand Indonesia Mall, Lantai Upper Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.18,2025-06-03 22:28:16.492717
Gomachi Japanese Butadon,Jepang,"Jl. Kelapa Nias Raya Blok GN No. 9, Kelapa Gading, Jakarta Utara",75000,4.2,2025-06-03 22:28:16.710676
Montato,Snack,"Mall of Indonesia, Lantai 2, Dotonbori Foodtown
Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta Utara",50000,4.22,2025-06-03 22:28:16.949654
Shu Guo Yin Xiang,China,"Ruko Crown Golf, Blok D No. 62 - 63, Bukit Golf Mediterania
Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",200000,4.04,2025-06-03 22:28:17.192282
Le Bay Seaside Bistreau,Kafe,"Ruko Beach View, Blok A No. 33 - 35
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.12,2025-06-03 22:28:17.393883
Kopi Nyai,Kafe,"Jl. Percetakan I No. 41, Gandaria, Jakarta Selatan",50000,3.98,2025-06-03 22:28:17.628114
Chateraise,Toko Kue,"AEON Mall Jakarta Garden City, Lantai Ground
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.43,2025-06-03 22:28:17.900716
Pizzeria Cavalese,Italia,"Ruko Green Lake Sunter, Blok TBS No. R
Jl. Danau Sunter Selatan, Sunter, Jakarta Utara",150000,4.03,2025-06-03 22:28:18.147447
Fish Village,China,"Jl. Pluit Permai No. 37, Pluit, Penjaringan, Jakarta Utara",150000,3.97,2025-06-03 22:28:18.324626
Tous Les Jours Cafe,Kafe,"Pondok Indah Mall 1, Street Gallery, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,4.01,2025-06-03 22:28:18.473630
Taliwang Bali,Indonesia,"Grand Indonesia Mall, Lantai 5, Sky Bridge
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,3.99,2025-06-03 22:28:18.724259
Penang Bistro,Malaysia,"Jl. Kebon Sirih No. 59, Menteng, Jakarta Pusat",150000,4.09,2025-06-03 22:28:22.427355
Cinnabon,Toko Roti,"Mal Kelapa Gading 2, Lantai 2
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.17,2025-06-03 22:28:22.542091
Tokokopikiri,Kafe,"Jl. Bintaro Utama I, Bintaro, Jakarta Selatan",50000,4.16,2025-06-03 22:28:22.723098
Sushi Tei,Jepang,"Puri Indah Mall Expansion, Lantai 1
Jl. Puri Indah Raya, Puri, Jakarta Barat",150000,4.02,2025-06-03 22:28:22.949102
NO NA MA - Le Meridien Hotel,Jepang,"Le Meridien Hotel
Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",200000,4.05,2025-06-03 22:28:23.188722
Kerotian by Roti Eneng,Toko Roti,"Ciasem 12
Jl. Ciasem No. 12, Cikini, Menteng, Jakarta Pusat",50000,4.16,2025-06-03 22:28:23.531724
Cheesecake Expert,Kafe,"Jl. Cempaka Putih Tengah XXVII No. 1A, Cempaka Putih, Jakarta Pusat",75000,4.22,2025-06-03 22:28:23.752512
Lula Kitchen & Coffee,Kafe,"Jl. Panglima Polim V No. 25 - 27, Panglima Polim, Kebayoran Baru, Jakarta Selatan",75000,4.06,2025-06-03 22:28:24.027823
Marugame Udon,Jepang,"Puri Indah Mall, Lantai 2
Jl. Puri Indah Raya, Puri, Jakarta Barat",75000,4.03,2025-06-03 22:28:24.409658
KOI The,Minuman,"Kota Kasablanka, Lantai Lower Ground
Jl. Casablanca Raya, Tebet, Jakarta Selatan",50000,4.48,2025-06-03 22:28:24.778429
Sai Ramen,Jepang,"AEON Mall Jakarta Garden City, Lantai Ground
Jl. Jakarta Garden City, Cakung, Jakarta Timur",75000,4.52,2025-06-03 22:28:25.126083
Midori,Jepang,"Jl. KH Wahid Hasyim No. 106, Menteng, Jakarta Pusat",150000,4.12,2025-06-03 22:28:25.439929
Jin Mu Dumpling Restaurant,China,"St Moritz Mall (Lippo Mall Puri), Lantai 1
Jl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",75000,4.08,2025-06-03 22:28:29.310468
Kolonial Bistro & Roastery,Kafe,"Jl. Jaksa No. 18, Menteng, Jakarta Pusat",75000,4.11,2025-06-03 22:28:29.512870
Jambo Kupi,Indonesia,"Jl. Kemang Raya No. 130, Kemang, Jakarta Selatan",75000,4.07,2025-06-03 22:28:29.684282
Mochi Mochio,Mochi,"Central Park, Lantai Lower Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.12,2025-06-03 22:28:29.828378
Oddity Coffee,Kafe,"Ruko Summagung Commercial, Blok SC No. 1 - 2
Jl. Gading Putih Raya, Kelapa Gading, Jakarta Utara",150000,4.04,2025-06-03 22:28:30.013234
The People's Cafe,Kafe,"Kuningan City, Lantai Ground
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",150000,4.18,2025-06-03 22:28:30.215092
Starbucks Reserve,Kafe,"Menara Astra, Lantai 3
Jl. Jenderal Sudirman Kav. 5 - 6, Sudirman, Jakarta Pusat",75000,4.13,2025-06-03 22:28:30.415654
PLUIE Cafe & Resto,Kafe,"Belle Point Kemang
Jl. Kemang Selatan VIII, Kemang, Jakarta Selatan",75000,4.05,2025-06-03 22:28:30.616685
Sushi Tei Cafe,"Jepang,Kafe","Central Market, Lantai 2
Jl. Pulau Maju Bersama, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.18,2025-06-03 22:28:30.803486
Happy House,Kafe,"Jl. Tebet Timur Dalam Raya No. 40, Tebet, Jakarta Selatan",50000,4.3,2025-06-03 22:28:30.951867
Kopi Selamat Pagi,Kafe,"Ruko Beach Theme Park, Blok E No. 10
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",50000,4.35,2025-06-03 22:28:31.103912
C Bakes,Kafe,"Jl. Metro Pondok Indah Blok UF13 No. 28, Pondok Indah, Jakarta Selatan",50000,4.07,2025-06-03 22:28:31.232413
Bogor Cafe - Hotel Borobudur,"Indonesia, Barat, Jepang","Hotel Borobudur
Jl. Lapangan Banteng Selatan, Pasar Baru, Sawah Besar, Jakarta Pusat",200000,4.13,2025-06-03 22:28:35.032774
Warung Leko,Indonesia,"Pacific Place Mall, Lantai 4, Pacific Bay
Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",75000,4.08,2025-06-03 22:28:35.328529
Saint Cinnamon & Coffee,Kafe,"Mall Taman Anggrek, Lantai 3
Jl. Letjen S. Parman, Slipi, Jakarta Barat",50000,4.0,2025-06-03 22:28:35.493976
Coco Ichibanya,Jepang,"Gandaria City, Lantai Upper Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",150000,4.0,2025-06-03 22:28:35.620652
Venchi,"Cokelat,Es Krim","PIK Avenue, Lantai Ground
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,4.43,2025-06-03 22:28:35.707336
La Maison,Toko Kue,"PIK Avenue, Lantai 1
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",75000,4.15,2025-06-03 22:28:35.884693
Boja Eatery,Kafe,"Jl. Pluit Putra Raya No. 18, Pluit, Penjaringan, Jakarta Utara",150000,4.04,2025-06-03 22:28:36.111367
Ayam Penyet Ria,Indonesia,"Jl. Tanjung Duren Barat No. 3, Tanjung Duren, Jakarta Barat",75000,4.2,2025-06-03 22:28:36.372043
Fortunate Coffee,Vegetarian,"Komplek Taman Duta Mas, Blok A8 No. 1
Jl. Kusuma, Jelambar, Jakarta Barat",75000,4.34,2025-06-03 22:28:36.681681
The Grand Duck King Signature,China,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",200000,4.29,2025-06-03 22:28:36.986476
Zapoli Pizzeria,Italia,"PIZZERIA by Pizza Place
Jl. Kemang Timur No. 36D, Kemang, Jakarta Selatan",150000,4.29,2025-06-03 22:28:37.284215
Pizza Marzano,Italia,"Central Park, Lantai Ground, SOGO
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,3.98,2025-06-03 22:28:37.580978
DORE by LeTAO,Toko Kue,"Plaza Indonesia, Lantai 3
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.05,2025-06-03 22:28:41.312939
La Moda,Barat,"Plaza Indonesia, Lantai 1
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.02,2025-06-03 22:28:41.618960
Bandar Djakarta,Indonesia,"Taman Impian Jaya Ancol, Pantai Carnaval, Pintu Timur
Jl. Lodan Timur, Ancol, Jakarta Utara",150000,3.94,2025-06-03 22:28:41.933998
Din Tai Fung,China,"Plaza Senayan Arcadia
Jl. New Delhi Pintu 1 Senayan, Senayan, Jakarta Selatan",150000,4.05,2025-06-03 22:28:42.198488
Wyl's Kitchen - Veranda Hotel Pakubuwono,"Indonesia,Barat","Veranda Hotel Pakubuwono, Lantai Lobby
Jl. Kyai Maja No. 63, Kebayoran Baru, Jakarta Selatan",150000,4.0,2025-06-03 22:28:42.486690
Kiila Kiila Cafe,Kafe,"Kemang Kolonie
Jl. Kemang Timur No. 9E, Kemang, Jakarta Selatan",75000,4.14,2025-06-03 22:28:42.784195
Kaiza,Jepang,"Pondok Indah Mall 1, Street Gallery, Lantai 1
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",50000,4.07,2025-06-03 22:28:43.085194
Terra Eats,,"Jl. Suryo No. 32, Senopati, Kebayoran Baru, Jakarta Selatan",150000,4.05,2025-06-03 22:28:43.393509
Maison Tatsuya,Jepang,"Central Park, Lantai 1
Jl. Letjen S. Parman, Slipi, Jakarta Barat",150000,4.01,2025-06-03 22:28:43.695110
Sushi Tengoku,Jepang,"Jl. Radio Dalam Raya No. F11 - 11A, Radio Dalam, Kebayoran Baru, Jakarta Selatan",150000,4.0,2025-06-03 22:28:43.998261
Starbucks,Kafe,"Central Park, Lantai Ground
Jl. Letjen S. Parman, Slipi, Jakarta Barat",75000,3.99,2025-06-03 22:28:44.286839
Genki Sushi,Jepang,"Grand Indonesia Mall, Lantai 2, West Mall, SEIBU
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.01,2025-06-03 22:28:44.594083
Paradise Dynasty,China,"Plaza Senayan, Lantai 5
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,4.0,2025-06-03 22:28:48.395960
Jurnal Risa Coffee,Kafe,"Jl. Senen Raya No. 135, Senen, Jakarta Pusat",75000,4.01,2025-06-03 22:28:48.681422
Seed,Kafe,"Plaza Kemang 88
Jl. Kemang Raya No. 86 - 88, Kemang, Jakarta Selatan",200000,4.09,2025-06-03 22:28:48.985352
RM Pagi Sore,Indonesia,"Jl. Rawamangun Muka Timur No. 1A, Rawamangun, Jakarta Timur",75000,4.07,2025-06-03 22:28:49.230232
Roti Boy,Toko Roti,"Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",50000,4.09,2025-06-03 22:28:49.310078
Paris Baguette,Kafe,"Pondok Indah Mall 3, Lantai Ground
Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",150000,4.09,2025-06-03 22:28:49.517254
Anbai,Jepang,"Little Tokyo Melawai
Jl. Melawai VIII No. 4, Melawai, Kebayoran Baru, Jakarta Selatan",150000,4.02,2025-06-03 22:28:49.823354
PAUL,Kafe,"Plaza Senayan, Lantai 1
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.99,2025-06-03 22:28:50.120890
J.CO Donuts & Coffee,Kafe,"Puri Indah Mall, Lantai Ground
Jl. Puri Indah Raya, Puri, Jakarta Barat",50000,3.95,2025-06-03 22:28:50.396334
Bebek Bentu,Indonesia,"Jl. Cempaka Putih Barat XXVI No. 10, Cempaka Putih, Jakarta Pusat",50000,4.2,2025-06-03 22:28:50.669881
Mamitoko,Kafe,"La Piazza, Gafoy
Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",75000,4.4,2025-06-03 22:28:50.976562
East Quarter,"Barat,Indonesia","Grand Indonesia Mall, Lantai Lower Ground, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,4.37,2025-06-03 22:28:51.258976
Expat. Roasters,Kafe,"Jakarta Mori Tower, Lantai 13
Jl. Jenderal Sudirman Kav 40 - 41, Sudirman, Jakarta Pusat",150000,4.4,2025-06-03 22:28:54.985800
RivaReno Gelato,Es Krim,"Urban Forest
Jl. RS Fatmawati No. 45, Fatmawati, Jakarta Selatan",75000,4.05,2025-06-03 22:28:55.287351
Baker Man,Kafe,"One Satrio
Jl. Prof Dr Satrio, Kuningan, Jakarta Selatan",150000,4.15,2025-06-03 22:28:55.590264
Noon Tea Bar,Minuman,"Pusat Grosir Cililitan, Lantai Ground, Halte Walk
Jl. Mayjen Sutoyo No. 76, Cililitan, Jakarta Timur",50000,4.65,2025-06-03 22:28:55.899449
GwangJang Market,Korea,"Jl. Dr. Saharjo No. 1, Tebet, Jakarta Selatan",150000,4.87,2025-06-03 22:28:56.198135
KK Style Cafe,Kafe,"Jl. Arteri Kelapa Gading Blok C No. 29, Kelapa Gading, Jakarta Utara",50000,4.4,2025-06-03 22:28:56.423787
Rempah Bistro,Indonesia,"Mall Artha Gading, Lantai 2
Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",75000,4.3,2025-06-03 22:28:56.556926
Work Coffee,Kafe,"Jl. H Ipin No. 81, Lebak Bulus, Jakarta Selatan",75000,4.09,2025-06-03 22:28:56.654346
Mie Gacoan,Indonesia,"Jl. Tebet Raya No. 35, Tebet, Jakarta Selatan",50000,4.01,2025-06-03 22:28:56.830529
Satu Dunia Satu Cinta,Vegetarian,"Jl. A1 No. 34, Teluk Gong, Jakarta Utara",50000,4.27,2025-06-03 22:28:57.078308
Java Soul Coffee,Kafe,"Jl. Kemang Timur Raya No. 50E, Kemang, Jakarta Selatan",75000,4.04,2025-06-03 22:28:57.379131
Chateraise,Toko Kue,"Grand Indonesia Mall, Lantai 3A, East Mall
Jl. MH Thamrin, Thamrin, Jakarta Pusat",75000,4.02,2025-06-03 22:28:57.677810
Gyu Kaku,Jepang,"Setiabudi One, Lantai Ground
Jl. HR Rasuna Said, Setiabudi, Jakarta Selatan",200000,4.2,2025-06-03 22:29:01.464808
Union,Barat,"PIK Avenue, Lantai Ground
Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",150000,3.97,2025-06-03 22:29:01.758046
Sedjuk Bakmi & Kopi,Kafe,"Gedung Filateli Jakarta, Pos Bloc
Jl. Pos No. 2, Pasar Baru, Sawah Besar, Jakarta Pusat",75000,4.03,2025-06-03 22:29:02.053459
VIN+ Wine & Beyond,"Italia,Barat","Jl. Kemang Raya No. 45B, Kemang, Jakarta Selatan",150000,4.05,2025-06-03 22:29:02.340119
MAD Bagel,Toko Kue,"Jl. Pejaten Barat II No. 10A, Pasar Minggu, Jakarta Selatan",50000,4.06,2025-06-03 22:29:02.637472
Noon Tea Bar,Kafe,"Jl. Panglima Polim IX No. 4, Panglima Polim, Kebayoran Baru, Jakarta Selatan",50000,4.05,2025-06-03 22:29:02.939512
Nur Corner,Kafe,"Jl. Jenggala II No. 9, Senopati, Kebayoran Baru, Jakarta Selatan",75000,4.34,2025-06-03 22:29:03.247407
Bijin Nabe,Jepang,"Plaza Senayan, Lantai 5
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.96,2025-06-03 22:29:03.528726
Basilico,Italia,"Gandaria City, Lantai Ground, Mainstreet Dining
Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",150000,4.14,2025-06-03 22:29:03.826923
Sate & Seafood Senayan,Indonesia,"Jl. Cideng Timur No. 76, Cideng, Jakarta Pusat",75000,4.01,2025-06-03 22:29:04.124517
Djournal Coffee,Kafe,"Pasaraya Blok M, Lantai Ground
Jl. Iskandarsyah II, Blok M, Kebayoran Baru, Jakarta Selatan",75000,4.16,2025-06-03 22:29:04.431087
Clovia - Mercure Jakarta Sabang,"Barat,Arab/Timur Tengah,Indonesia","Mercure Jakarta Sabang
Jl. H. Agus Salim No. 11, Menteng, Jakarta Pusat",150000,4.18,2025-06-03 22:29:04.735263
Makaroni Ngehe,Snack,"Jl. Tebet Raya No. 28, Tebet, Jakarta Selatan",50000,4.22,2025-06-03 22:29:08.404034
Jatinangor House,Kafe,"Jl. Manggarai Selatan I No. 25, Tebet, Jakarta Selatan",50000,4.13,2025-06-03 22:29:08.710886
Tom Tom Kitchen,Thailand,"Grand Indonesia Mall, Lantai 5, Sky Bridge
Jl. MH Thamrin, Thamrin, Jakarta Pusat",150000,3.94,2025-06-03 22:29:09.006792
NAMELAKA,"Toko Kue,Kafe","Jl. Boulevard Raya Blok WB2 No. 14, Kelapa Gading, Jakarta Utara",75000,4.07,2025-06-03 22:29:09.297190
Pancious,Italia,"Senayan City, Lantai 5
Jl. Asia Afrika, Senayan, Jakarta Selatan",150000,3.97,2025-06-03 22:29:09.591814
Wu Fuk Noodle House,China,"Ruko Metro Sunter
Jl. Danau Sunter Utara Blok B No. 22, Sunter, Jakarta Utara",50000,4.01,2025-06-03 22:29:09.851114
Fukuro,Jepang,"Fairgrounds, SCBD Lot 14
Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",200000,4.09,2025-06-03 22:29:10.104316
